movie_title,director_name,language,country,genres,actor_1_name,actor_2_name,actor_3_name,comb
mean creek,Jacob Aaron Estes,English,USA,Crime Drama,Rory Culkin,Scott Mechlowicz,Trevor Morgan,Jacob Aaron Estes English USA Crime Drama Rory Culkin Scott Mechlowicz Trevor Morgan
hurricane streets,Morgan J. Freeman,English,USA,Crime Drama Romance,Edie Falco,Heather Matarazzo,Lynn Cohen,Morgan J. Freeman English USA Crime Drama Romance Edie Falco Heather Matarazzo Lynn Cohen
never again,Eric Schaeffer,English,USA,Comedy Romance,Peter Dinklage,Bill Duke,Michael McKean,Eric Schaeffer English USA Comedy Romance Peter Dinklage Bill Duke Michael McKean
civil brand,Neema Barnette,English,USA,Crime Drama Thriller,Monica Calhoun,LisaRaye McCoy,Clifton Powell,Neema Barnette English USA Crime Drama Thriller Monica Calhoun LisaRaye McCoy Clifton Powell
lonesome jim,Steve Buscemi,English,USA,Comedy Drama,Kevin Corrigan,Seymour Cassel,Mary Kay Place,Steve Buscemi English USA Comedy Drama Kevin Corrigan Seymour Cassel Mary Kay Place
drinking buddies,Joe Swanberg,English,USA,Comedy Drama Romance,Olivia Wilde,Anna Kendrick,Ti West,Joe Swanberg English USA Comedy Drama Romance Olivia Wilde Anna Kendrick Ti West
deceptive practice: the mysteries and mentors of ricky jay,Molly Bernstein,English,USA,Documentary,David Mamet,Ricky Jay,Dick Cavett,Molly Bernstein English USA Documentary David Mamet Ricky Jay Dick Cavett
seven samurai,Akira Kurosawa,Japanese,Japan,Action Adventure Drama,Takashi Shimura,Minoru Chiaki,Kamatari Fujiwara,Akira Kurosawa Japanese Japan Action Adventure Drama Takashi Shimura Minoru Chiaki Kamatari Fujiwara
the other dream team,Marius A. Markevicius,English,USA,Documentary Sport,Tommy Sheppard,Greg Speirs,Mickey Hart,Marius A. Markevicius English USA Documentary Sport Tommy Sheppard Greg Speirs Mickey Hart
johnny suede,Tom DiCillo,English,Switzerland,Comedy Music Romance,Brad Pitt,Tina Louise,Nick Cave,Tom DiCillo English Switzerland Comedy Music Romance Brad Pitt Tina Louise Nick Cave
finishing the game: the search for a new bruce lee,Justin Lin,English,USA,Comedy,Monique Gabriela Curnen,Jake Sandvig,Joe McQueen,Justin Lin English USA Comedy Monique Gabriela Curnen Jake Sandvig Joe McQueen
rubber,Quentin Dupieux,English,France,Comedy Fantasy Horror,Haley Ramm,Jack Plotnick,Cecelia Antoinette,Quentin Dupieux English France Comedy Fantasy Horror Haley Ramm Jack Plotnick Cecelia Antoinette
home,Tim Johnson,English,USA,Adventure Animation Comedy Family Fantasy Sci-Fi,Jim Parsons,Matt Jones,April Winchell,Tim Johnson English USA Adventure Animation Comedy Family Fantasy Sci-Fi Jim Parsons Matt Jones April Winchell
kiss the bride,C. Jay Cox,English,USA,Comedy Romance,Tori Spelling,Amber Benson,Garrett M. Brown,C. Jay Cox English USA Comedy Romance Tori Spelling Amber Benson Garrett M. Brown
the slaughter rule,Alex Smith,English,USA,Drama Sport,Ryan Gosling,Clea DuVall,Eddie Spears,Alex Smith English USA Drama Sport Ryan Gosling Clea DuVall Eddie Spears
monsters,Gareth Edwards,English,UK,Drama Sci-Fi Thriller,Scoot McNairy,Whitney Able,Ricky Catter,Gareth Edwards English UK Drama Sci-Fi Thriller Scoot McNairy Whitney Able Ricky Catter
the californians,Jonathan Parker,English,USA,Drama,Keith Carradine,Joanne Whalley,Illeana Douglas,Jonathan Parker English USA Drama Keith Carradine Joanne Whalley Illeana Douglas
the living wake,Sol Tryon,English,USA,Comedy,Jim Gaffigan,Ann Dowd,Matthew Cowles,Sol Tryon English USA Comedy Jim Gaffigan Ann Dowd Matthew Cowles
detention of the dead,Alex Craig Mann,English,USA,Comedy Horror,Justin Chon,Christa B. Allen,Max Adler,Alex Craig Mann English USA Comedy Horror Justin Chon Christa B. Allen Max Adler
crazy stone,Hao Ning,Mandarin,China,Comedy Crime,Bo Huang,Zheng Xu,Zhonghua Chen,Hao Ning Mandarin China Comedy Crime Bo Huang Zheng Xu Zhonghua Chen
scott walker: 30 century man,Stephen Kijak,English,UK,Biography Documentary Music,Brian Eno,Jacques Brel,Damon Albarn,Stephen Kijak English UK Biography Documentary Music Brian Eno Jacques Brel Damon Albarn
everything put together,Marc Forster,English,USA,Drama,Radha Mitchell,Alan Ruck,Megan Mullally,Marc Forster English USA Drama Radha Mitchell Alan Ruck Megan Mullally
good kill,Andrew Niccol,English,USA,Drama Thriller,Bruce Greenwood,Zoë Kravitz,Stafford Douglas,Andrew Niccol English USA Drama Thriller Bruce Greenwood Zoë Kravitz Stafford Douglas
insomnia manica,Daston Kalili,English,USA,Thriller,Daston Kalili,Rai Alexandra,Chin-Chien Chang,Daston Kalili English USA Thriller Daston Kalili Rai Alexandra Chin-Chien Chang
the outrageous sophie tucker,William Gazecki,English,USA,Documentary,Carol Channing,Bruce Vilanch,Tony Bennett,William Gazecki English USA Documentary Carol Channing Bruce Vilanch Tony Bennett
now is good,Ol Parker,English,UK,Drama Romance,Jeremy Irvine,Olivia Williams,Paddy Considine,Ol Parker English UK Drama Romance Jeremy Irvine Olivia Williams Paddy Considine
girls gone dead,Michael Hoffman Jr.,English,USA,Comedy Horror,Vincent Chimato,John McGlothlin,Al Sapienza,Michael Hoffman Jr. English USA Comedy Horror Vincent Chimato John McGlothlin Al Sapienza
america is still the place,Patrick Gilles,English,USA,History,Emma Caulfield,Dylan Baker,Mike Colter,Patrick Gilles English USA History Emma Caulfield Dylan Baker Mike Colter
subconscious,Georgia Hilton,English,USA,Action Mystery Thriller,Mike Beckingham,Tim Abell,Tom Stedham,Georgia Hilton English USA Action Mystery Thriller Mike Beckingham Tim Abell Tom Stedham
crossroads,Tamra Davis,English,USA,Comedy Drama,Britney Spears,Katherine Boecher,Dave Allen,Tamra Davis English USA Comedy Drama Britney Spears Katherine Boecher Dave Allen
enter nowhere,Jack Heller,English,USA,Mystery Thriller,Shaun Sipos,Katherine Waterston,Christopher Denham,Jack Heller English USA Mystery Thriller Shaun Sipos Katherine Waterston Christopher Denham
the king of najayo,Fernando Baez Mella,Spanish,Dominican Republic,Crime Drama,Manny Perez,Christian Alvarez,Claudette Lalí,Fernando Baez Mella Spanish Dominican Republic Crime Drama Manny Perez Christian Alvarez Claudette Lalí
fight to the finish,Warren Sheppard,English,USA,Action Romance Sport,Jennifer Hale,Randy Jay Burrell,Vincent De Paul,Warren Sheppard English USA Action Romance Sport Jennifer Hale Randy Jay Burrell Vincent De Paul
alleluia! the devil's carnival,Darren Lynn Bousman,English,USA,Horror Musical,Paul Sorvino,Barry Bostwick,Terrance Zdunich,Darren Lynn Bousman English USA Horror Musical Paul Sorvino Barry Bostwick Terrance Zdunich
the sound and the shadow,Justin Paul Miller,English,USA,Comedy Mystery Thriller,Mary Kate Wiles,Jennifer Landa,Felix Avitia,Justin Paul Miller English USA Comedy Mystery Thriller Mary Kate Wiles Jennifer Landa Felix Avitia
rodeo girl,Joel Paul Reisig,English,USA,Family,Carrie Bradstreet,Joel Paul Reisig,Yassie Hawkes,Joel Paul Reisig English USA Family Carrie Bradstreet Joel Paul Reisig Yassie Hawkes
born to fly: elizabeth streb vs. gravity,Catherine Gund,English,USA,Action Biography Documentary Sport,Elizabeth Streb,Sarah Callan,Laura Flanders,Catherine Gund English USA Action Biography Documentary Sport Elizabeth Streb Sarah Callan Laura Flanders
the little ponderosa zoo,Luke Dye,English,USA,Family,Mike Stanley,Jeff Delaney,Jamison Stalsworth,Luke Dye English USA Family Mike Stanley Jeff Delaney Jamison Stalsworth
oz the great and powerful,Sam Raimi,English,USA,Adventure Family Fantasy,Tim Holmes,Mila Kunis,James Franco,Sam Raimi English USA Adventure Family Fantasy Tim Holmes Mila Kunis James Franco
the toxic avenger,Michael Herz,English,USA,Action Comedy Horror Sci-Fi,Patrick Kilpatrick,Mark Torgl,Pat Ryan,Michael Herz English USA Action Comedy Horror Sci-Fi Patrick Kilpatrick Mark Torgl Pat Ryan
straight out of brooklyn,Matty Rich,English,USA,Crime Drama,Lawrence Gilliard Jr.,George T. Odom,Matty Rich,Matty Rich English USA Crime Drama Lawrence Gilliard Jr. George T. Odom Matty Rich
bloody sunday,Paul Greengrass,English,UK,Drama History War,James Nesbitt,Nicholas Farrell,Tim Pigott-Smith,Paul Greengrass English UK Drama History War James Nesbitt Nicholas Farrell Tim Pigott-Smith
diamond ruff,Alec Asten,English,USA,Action,Luis Sanchez,Dennis L.A. White,Fredro Starr,Alec Asten English USA Action Luis Sanchez Dennis L.A. White Fredro Starr
conversations with other women,Hans Canosa,English,UK,Comedy Drama Romance,Olivia Wilde,Thomas Lennon,Nora Zehetner,Hans Canosa English UK Comedy Drama Romance Olivia Wilde Thomas Lennon Nora Zehetner
poultrygeist: night of the chicken dead,Lloyd Kaufman,English,USA,Comedy Horror Musical,John Karyus,Lloyd Kaufman,Kate Graham,Lloyd Kaufman English USA Comedy Horror Musical John Karyus Lloyd Kaufman Kate Graham
mutual friends,Matthew Watts,English,USA,Comedy Romance,Jennifer Lafleur,Cheyenne Jackson,Michael Stahl-David,Matthew Watts English USA Comedy Romance Jennifer Lafleur Cheyenne Jackson Michael Stahl-David
42nd street,Lloyd Bacon,English,USA,Comedy Musical Romance,Ginger Rogers,Dick Powell,George Brent,Lloyd Bacon English USA Comedy Musical Romance Ginger Rogers Dick Powell George Brent
rise of the entrepreneur: the search for a better way,Joe Kenemore,English,USA,Documentary,Bob Proctor,Jack Canfield,Eric Worre,Joe Kenemore English USA Documentary Bob Proctor Jack Canfield Eric Worre
metropolitan,Whit Stillman,English,USA,Comedy Drama Romance,Chris Eigeman,Taylor Nichols,Ellia Thompson,Whit Stillman English USA Comedy Drama Romance Chris Eigeman Taylor Nichols Ellia Thompson
as it is in heaven,Kay Pollak,Swedish,Sweden,Comedy Drama Music Romance,Michael Nyqvist,Frida Hallgren,Nils-Anders Vallgårda,Kay Pollak Swedish Sweden Comedy Drama Music Romance Michael Nyqvist Frida Hallgren Nils-Anders Vallgårda
roadside,Eric England,English,USA,Drama Horror Mystery Thriller,Jack E. Curenton,Ace Marrero,Alan Pietruszewski,Eric England English USA Drama Horror Mystery Thriller Jack E. Curenton Ace Marrero Alan Pietruszewski
napoleon dynamite,Jared Hess,English,USA,Comedy,Jon Heder,Diedrich Bader,Jon Gries,Jared Hess English USA Comedy Jon Heder Diedrich Bader Jon Gries
blue ruin,Jeremy Saulnier,English,USA,Crime Drama Thriller,Devin Ratray,Eve Plumb,Amy Hargreaves,Jeremy Saulnier English USA Crime Drama Thriller Devin Ratray Eve Plumb Amy Hargreaves
paranormal activity,Oren Peli,English,USA,Horror,Micah Sloat,Ashley Palmer,Amber Armstrong,Oren Peli English USA Horror Micah Sloat Ashley Palmer Amber Armstrong
dogtown and z-boys,Stacy Peralta,English,USA,Documentary Sport,Tony Alva,Jay Adams,Jeff Ament,Stacy Peralta English USA Documentary Sport Tony Alva Jay Adams Jeff Ament
monty python and the holy grail,Terry Gilliam,English,UK,Adventure Comedy Fantasy,Eric Idle,Michael Palin,Terry Jones,Terry Gilliam English UK Adventure Comedy Fantasy Eric Idle Michael Palin Terry Jones
quinceañera,Richard Glatzer,Spanish,USA,Drama,Emily Rios,Jesse Garcia,Alicia Sixtos,Richard Glatzer Spanish USA Drama Emily Rios Jesse Garcia Alicia Sixtos
gory gory hallelujah,Sue Corcoran,English,USA,Comedy Fantasy Horror Musical,Tony Doupe,Sue Corcoran,David Frederick White,Sue Corcoran English USA Comedy Fantasy Horror Musical Tony Doupe Sue Corcoran David Frederick White
heroes            ,unknown,English,USA,Drama Fantasy Sci-Fi Thriller,Sendhil Ramamurthy,Masi Oka,Greg Grunberg,unknown English USA Drama Fantasy Sci-Fi Thriller Sendhil Ramamurthy Masi Oka Greg Grunberg
tarnation,Jonathan Caouette,English,USA,Biography Documentary,Greg Ayres,Jonathan Caouette,Renee Leblanc,Jonathan Caouette English USA Biography Documentary Greg Ayres Jonathan Caouette Renee Leblanc
i want your money,Ray Griggs,English,USA,Documentary,Bill Farmer,Chris Cox,Mike Huckabee,Ray Griggs English USA Documentary Bill Farmer Chris Cox Mike Huckabee
love in the time of monsters,Matt Jackson,English,USA,Comedy Horror,Kane Hodder,Paul Elia,Alex Sanborn,Matt Jackson English USA Comedy Horror Kane Hodder Paul Elia Alex Sanborn
the beyond,Lucio Fulci,Italian,Italy,Horror,Catriona MacColl,David Warbeck,Al Cliver,Lucio Fulci Italian Italy Horror Catriona MacColl David Warbeck Al Cliver
home movies            ,unknown,English,USA,Animation Comedy Drama,Brendon Small,Ron Lynch,Melissa Bardin Galsky,unknown English USA Animation Comedy Drama Brendon Small Ron Lynch Melissa Bardin Galsky
what happens in vegas,Tom Vaughan,English,USA,Comedy Romance,Treat Williams,Andrew Daly,Michelle Krusiec,Tom Vaughan English USA Comedy Romance Treat Williams Andrew Daly Michelle Krusiec
the dark hours,Paul Fox,English,Canada,Horror Thriller,Dov Tiefenbach,Jeff Seymour,Gordon Currie,Paul Fox English Canada Horror Thriller Dov Tiefenbach Jeff Seymour Gordon Currie
my beautiful laundrette,Stephen Frears,English,UK,Comedy Drama Romance,Saeed Jaffrey,Roshan Seth,Garry Cooper,Stephen Frears English UK Comedy Drama Romance Saeed Jaffrey Roshan Seth Garry Cooper
fabled,Ari Kirschenbaum,English,USA,Drama Horror Mystery Thriller,R. Brandon Johnson,Adam LeFevre,Desmond Askew,Ari Kirschenbaum English USA Drama Horror Mystery Thriller R. Brandon Johnson Adam LeFevre Desmond Askew
show me,Cassandra Nicolaou,French,Canada,Drama Thriller,Katharine Isabelle,Michelle Nolden,Gabriel Hogan,Cassandra Nicolaou French Canada Drama Thriller Katharine Isabelle Michelle Nolden Gabriel Hogan
cries & whispers,Ingmar Bergman,Swedish,Sweden,Drama,Liv Ullmann,Ingrid Thulin,Erland Josephson,Ingmar Bergman Swedish Sweden Drama Liv Ullmann Ingrid Thulin Erland Josephson
intolerance: love's struggle throughout the ages,D.W. Griffith,unknown,USA,Drama History War,Lillian Gish,Mae Marsh,Walter Long,D.W. Griffith unknown USA Drama History War Lillian Gish Mae Marsh Walter Long
trekkies,Roger Nygard,English,USA,Documentary,Walter Koenig,DeForest Kelley,James Doohan,Roger Nygard English USA Documentary Walter Koenig DeForest Kelley James Doohan
the broadway melody,Harry Beaumont,English,USA,Musical Romance,Anita Page,Bessie Love,Charles King,Harry Beaumont English USA Musical Romance Anita Page Bessie Love Charles King
the evil dead,Sam Raimi,English,USA,Fantasy Horror,Ted Raimi,Betsy Baker,Ellen Sandweiss,Sam Raimi English USA Fantasy Horror Ted Raimi Betsy Baker Ellen Sandweiss
maniac,Franck Khalfoun,English,France,Horror Thriller,America Olivo,Nora Arnezeder,Liane Balaban,Franck Khalfoun English France Horror Thriller America Olivo Nora Arnezeder Liane Balaban
censored voices,Mor Loushy,Hebrew,Israel,Documentary History,Amos Oz,unknown,unknown,Mor Loushy Hebrew Israel Documentary History Amos Oz unknown unknown
murderball,Henry Alex Rubin,English,USA,Documentary Sport,Mark Zupan,Joe Bishop,Andy Cohn,Henry Alex Rubin English USA Documentary Sport Mark Zupan Joe Bishop Andy Cohn
american ninja 2: the confrontation,Sam Firstenberg,English,USA,Action Drama,Michael Dudikoff,Steve James,Larry Poindexter,Sam Firstenberg English USA Action Drama Michael Dudikoff Steve James Larry Poindexter
51 birch street,Doug Block,English,Germany,Documentary,Carol Block,Ellen Block,Mike Block,Doug Block English Germany Documentary Carol Block Ellen Block Mike Block
revolution            ,unknown,English,USA,Action Adventure Drama Sci-Fi,Billy Burke,Tracy Spiridakos,David Lyons,unknown English USA Action Adventure Drama Sci-Fi Billy Burke Tracy Spiridakos David Lyons
rotor dr1,Chad Kapper,English,USA,Family Sci-Fi,Tom E. Nicholson,Natalie Welch,Christian Kapper,Chad Kapper English USA Family Sci-Fi Tom E. Nicholson Natalie Welch Christian Kapper
halloween,John Carpenter,English,USA,Horror Thriller,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,John Carpenter English USA Horror Thriller Jamie Lee Curtis Donald Pleasence P.J. Soles
12 angry men,Sidney Lumet,English,USA,Crime Drama,Jack Warden,Lee J. Cobb,John Fiedler,Sidney Lumet English USA Crime Drama Jack Warden Lee J. Cobb John Fiedler
my dog tulip,Paul Fierlinger,English,USA,Animation Drama,Isabella Rossellini,Peter Gerety,Lynn Redgrave,Paul Fierlinger English USA Animation Drama Isabella Rossellini Peter Gerety Lynn Redgrave
it happened one night,Frank Capra,English,USA,Comedy Romance,Claudette Colbert,Alan Hale,Walter Connolly,Frank Capra English USA Comedy Romance Claudette Colbert Alan Hale Walter Connolly
dogtooth,Yorgos Lanthimos,Greek,Greece,Drama Thriller,Angeliki Papoulia,Mary Tsoni,Sissy Petropoulou,Yorgos Lanthimos Greek Greece Drama Thriller Angeliki Papoulia Mary Tsoni Sissy Petropoulou
tupac: resurrection,Lauren Lazin,English,USA,Biography Documentary Music,James Cagney,Gary Coleman,Todd Bridges,Lauren Lazin English USA Biography Documentary Music James Cagney Gary Coleman Todd Bridges
tumbleweeds,Gavin O'Connor,English,USA,Comedy Drama,Kimberly J. Brown,Janet McTeer,Lois Smith,Gavin O'Connor English USA Comedy Drama Kimberly J. Brown Janet McTeer Lois Smith
the prophecy,Gregory Widen,English,USA,Action Fantasy Horror Mystery Thriller,Viggo Mortensen,Adam Goldberg,Virginia Madsen,Gregory Widen English USA Action Fantasy Horror Mystery Thriller Viggo Mortensen Adam Goldberg Virginia Madsen
when the cat's away,Cédric Klapisch,French,France,Comedy Romance,Simon Abkarian,Zinedine Soualem,Jane Bradbury,Cédric Klapisch French France Comedy Romance Simon Abkarian Zinedine Soualem Jane Bradbury
pieces of april,Peter Hedges,English,USA,Comedy Drama,Oliver Platt,Adrian Martinez,Derek Luke,Peter Hedges English USA Comedy Drama Oliver Platt Adrian Martinez Derek Luke
the big swap,Niall Johnson,English,UK,Drama,Kevin Howarth,Mark Caven,Thierry Harcourt,Niall Johnson English UK Drama Kevin Howarth Mark Caven Thierry Harcourt
old joy,Kelly Reichardt,English,USA,Drama,Daniel London,Lucy,Will Oldham,Kelly Reichardt English USA Drama Daniel London Lucy Will Oldham
wendy and lucy,Kelly Reichardt,English,USA,Drama,John Robinson,Lucy,Will Oldham,Kelly Reichardt English USA Drama John Robinson Lucy Will Oldham
3 backyards,Eric Mendelsohn,English,USA,Drama,Embeth Davidtz,Edie Falco,Kathryn Erbe,Eric Mendelsohn English USA Drama Embeth Davidtz Edie Falco Kathryn Erbe
pierrot le fou,Jean-Luc Godard,French,France,Crime Drama Romance,Jean-Paul Belmondo,Anna Karina,Graziella Galvani,Jean-Luc Godard French France Crime Drama Romance Jean-Paul Belmondo Anna Karina Graziella Galvani
sisters in law,Florence Ayisi,English,Cameroon,Documentary,Vera Ngassa,Beatrice Ntuba,unknown,Florence Ayisi English Cameroon Documentary Vera Ngassa Beatrice Ntuba unknown
ayurveda: art of being,Pan Nalin,English,India,Documentary,unknown,unknown,unknown,Pan Nalin English India Documentary unknown unknown unknown
